#size: 780 23																						
# Age	Height (cm)	Weight (kg)	Total fat	Visceral fat	BMI	SF Body	SF Trunk	SF Arms	SF Legs	SM Body	SM Trunk	SM Arms	SM Legs	Shoulder R	Shoulder L	Rib	Waist	Thigh R	Thigh L	Flexion Angle (deg)	Extension (cm)	Force due to extension (N)
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	0	0	14
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	5	1.25	19
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	10	4.5	25
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	15	6	30
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	20	7.25	39
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	25	8.25	60
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	30	9	64
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	35	10	73
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	40	11	88
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	45	12	113
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	50	13	135
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	55	13.75	152
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	60	14.75	169
28	174	71.3	24.6	7.5	23.6	16.9	15	24.8	24.6	32.3	25	38.4	49.6	54	56	16	52	28	26	0	0	14
